tripduration (s),tripduration (m/s),starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Age 
1484,24.73,46:27.0,11:11.5,3213,Van Vorst Park,40.71848892,-74.04772663,3199,Newport Pkwy,40.7287448,-74.0321082,42199,Subscriber,1988,Male,32
412,6.87,48:22.7,55:15.2,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42181,Subscriber,1990,Male,30
1875,31.25,54:16.5,25:32.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,42467,Subscriber,1982,Female,38
1849,30.82,54:33.9,25:23.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,42205,Customer,1969,Unknown,51
6382,106.37,54:54.4,41:17.0,3207,Oakland Ave,40.7376037,-74.0524783,3207,Oakland Ave,40.7376037,-74.0524783,42227,Customer,1988,Female,32
1732,28.87,56:30.5,25:22.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,42474,Subscriber,1990,Male,30
6230,103.83,57:16.2,41:06.7,3207,Oakland Ave,40.7376037,-74.0524783,3207,Oakland Ave,40.7376037,-74.0524783,42437,Customer,1992,Male,28
3260,54.33,59:01.9,53:22.1,3198,Heights Elevator,40.74871595,-74.0404433,3198,Heights Elevator,40.74871595,-74.0404433,42330,Customer,1997,Male,23
3208,53.47,00:19.6,53:48.3,3198,Heights Elevator,40.74871595,-74.0404433,3198,Heights Elevator,40.74871595,-74.0404433,42457,Customer,2001,Female,19
2074,34.57,06:19.1,40:54.0,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,42396,Customer,1996,Female,24
934,15.57,11:04.3,26:38.5,3186,Grove St PATH,40.71958612,-74.04311746,3694,Jackson Square,40.71113,-74.0789,42515,Customer,1969,Unknown,51
866,14.43,12:31.6,26:58.5,3194,McGinley Square,40.72533993,-74.06762213,3184,Paulus Hook,40.7141454,-74.0335519,42187,Subscriber,1994,Male,26
858,14.3,12:47.4,27:06.0,3199,Newport Pkwy,40.7287448,-74.0321082,3213,Van Vorst Park,40.71848892,-74.04772663,42199,Subscriber,1988,Male,32
120,2,16:27.1,18:27.3,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,42287,Subscriber,1994,Male,26
725,12.08,16:39.3,28:44.7,3220,5 Corners Library,40.73496102,-74.05950308,3276,Marin Light Rail,40.71458404,-74.04281706,42343,Subscriber,1983,Male,37
289,4.82,19:19.7,24:09.6,3186,Grove St PATH,40.71958612,-74.04311746,3481,York St,40.71649,-74.04105,42549,Subscriber,1962,Male,58
2073,34.55,23:24.9,57:58.7,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,42265,Subscriber,1991,Male,29
2074,34.57,23:25.0,57:59.3,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,39600,Subscriber,1992,Female,28
2031,33.85,27:21.0,01:12.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3270,Jersey & 6th St,40.72528911,-74.04557168,42576,Customer,1969,Unknown,51
261,4.35,44:50.5,49:12.3,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42342,Subscriber,1994,Female,26
535,8.92,46:13.7,55:09.3,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42180,Customer,1978,Male,42
358,5.97,47:33.6,53:32.1,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,41209,Subscriber,1996,Female,24
988,16.47,54:59.4,11:28.2,3198,Heights Elevator,40.74871595,-74.0404433,3269,Brunswick & 6th,40.72601173,-74.05038893,42330,Subscriber,1981,Male,39
907,15.12,55:02.3,10:10.0,3275,Columbus Drive,40.7183552,-74.03891444,3191,Union St,40.7182113,-74.0836394,42278,Customer,1999,Male,21
1777,29.62,04:41.9,34:19.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3269,Brunswick & 6th,40.72601173,-74.05038893,42576,Customer,1969,Unknown,51
442,7.37,10:20.9,17:42.9,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,42205,Subscriber,1975,Male,45
307,5.12,47:00.8,52:08.0,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42342,Subscriber,1986,Male,34
1316,21.93,48:49.7,10:45.8,3483,Montgomery St,40.71942,-74.05099,3483,Montgomery St,40.71942,-74.05099,42333,Subscriber,1996,Male,24
948,15.8,48:52.2,04:40.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3225,Baldwin at Montgomery,40.7236589,-74.0641943,16686,Subscriber,1994,Male,26
505,8.42,01:01.8,09:26.8,3273,Manila & 1st,40.72165072,-74.04288411,3185,City Hall,40.7177325,-74.043845,42555,Subscriber,1990,Male,30
544,9.07,09:35.4,18:39.5,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,42320,Subscriber,1990,Male,30
1572,26.2,10:53.1,37:05.2,3193,Lincoln Park,40.7246051,-74.07840595,3207,Oakland Ave,40.7376037,-74.0524783,42561,Customer,1998,Male,22
1530,25.5,12:17.2,37:48.0,3483,Montgomery St,40.71942,-74.05099,3279,Dixon Mills,40.72163014,-74.04996783,42333,Subscriber,1996,Male,24
548,9.13,57:02.1,06:10.3,3207,Oakland Ave,40.7376037,-74.0524783,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42561,Subscriber,1977,Male,43
608,10.13,10:28.8,20:36.9,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42255,Subscriber,1987,Male,33
3542,59.03,16:18.7,15:21.3,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,42350,Customer,1989,Male,31
342,5.7,29:41.5,35:24.0,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42610,Subscriber,1967,Male,53
320,5.33,58:36.4,03:56.7,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42404,Subscriber,1974,Female,46
136,2.27,00:37.4,02:53.6,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42333,Subscriber,1970,Male,50
234,3.9,02:40.1,06:34.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,42115,Subscriber,1966,Male,54
4555,75.92,15:19.2,31:14.6,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,17415,Customer,2001,Female,19
3977,66.28,21:09.0,27:26.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42241,Subscriber,1966,Male,54
802,13.37,27:18.3,40:41.2,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,42250,Subscriber,1970,Male,50
1120,18.67,27:48.0,46:28.8,3481,York St,40.71649,-74.04105,3212,Christ Hospital,40.73478582,-74.05044364,42135,Subscriber,1997,Male,23
2369,39.48,30:33.7,10:03.0,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42190,Subscriber,1959,Male,61
737,12.28,31:14.9,43:32.5,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42274,Customer,1969,Unknown,51
158,2.63,43:28.7,46:07.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42343,Subscriber,1992,Male,28
211,3.52,45:33.6,49:05.6,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,42287,Subscriber,1956,Male,64
806,13.43,45:47.7,59:14.5,3207,Oakland Ave,40.7376037,-74.0524783,3205,JC Medical Center,40.71653978,-74.04963791,42437,Subscriber,1995,Female,25
492,8.2,48:59.7,57:12.2,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,42331,Subscriber,1980,Male,40
103,1.72,51:59.1,53:42.1,3211,Newark Ave,40.72152515,-74.04630454,3279,Dixon Mills,40.72163014,-74.04996783,14785,Subscriber,1981,Female,39
222,3.7,53:41.8,57:24.8,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42386,Subscriber,1981,Male,39
136,2.27,56:06.8,58:23.3,3211,Newark Ave,40.72152515,-74.04630454,3279,Dixon Mills,40.72163014,-74.04996783,42423,Subscriber,1981,Female,39
290,4.83,57:16.5,02:06.7,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42227,Subscriber,1982,Male,38
1591,26.52,59:30.4,26:02.1,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,42192,Subscriber,1992,Male,28
119,1.98,01:15.3,03:14.3,3211,Newark Ave,40.72152515,-74.04630454,3279,Dixon Mills,40.72163014,-74.04996783,42371,Subscriber,1981,Female,39
3495,58.25,01:42.4,59:58.2,3205,JC Medical Center,40.71653978,-74.04963791,3213,Van Vorst Park,40.71848892,-74.04772663,42437,Subscriber,1995,Female,25
1149,19.15,05:20.2,24:29.4,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,42402,Subscriber,1984,Male,36
107,1.78,05:59.9,07:47.6,3211,Newark Ave,40.72152515,-74.04630454,3279,Dixon Mills,40.72163014,-74.04996783,42494,Subscriber,1981,Female,39
2302,38.37,10:32.6,48:55.3,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42190,Subscriber,1959,Male,61
371,6.18,11:18.3,17:30.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42111,Subscriber,1979,Male,41
429,7.15,12:41.6,19:50.8,3279,Dixon Mills,40.72163014,-74.04996783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,14785,Customer,1969,Unknown,51
779,12.98,14:59.4,27:59.0,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42350,Customer,1969,Unknown,51
2551,42.52,15:14.8,57:46.6,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,41367,Subscriber,1976,Male,44
1884,31.4,15:28.4,46:52.5,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,42532,Subscriber,1990,Female,30
689,11.48,16:53.5,28:23.4,3639,Harborside,40.7192517,-74.034234,3192,Liberty Light Rail,40.7112423,-74.0557013,42415,Customer,1969,Unknown,51
286,4.77,17:01.5,21:48.2,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,42550,Subscriber,1982,Male,38
741,12.35,18:39.8,31:00.8,3694,Jackson Square,40.71113,-74.0789,3195,Sip Ave,40.7308971,-74.06391263,32878,Customer,1992,Male,28
2161,36.02,19:35.0,55:36.9,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42470,Customer,1994,Male,26
1716,28.6,26:09.7,54:46.4,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42460,Customer,1969,Unknown,51
317,5.28,26:48.4,32:05.4,3205,JC Medical Center,40.71653978,-74.04963791,3275,Columbus Drive,40.7183552,-74.03891444,42553,Subscriber,1989,Female,31
1422,23.7,27:42.2,51:24.7,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42192,Subscriber,1992,Male,28
273,4.55,34:32.9,39:06.5,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,41209,Subscriber,1991,Female,29
621,10.35,39:00.9,49:22.6,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42241,Subscriber,1966,Male,54
126,2.1,39:59.3,42:05.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,35285,Subscriber,1984,Male,36
13551,225.85,41:26.1,27:18.1,3193,Lincoln Park,40.7246051,-74.07840595,3678,Fairmount Ave,40.72572614,-74.07195926,42186,Subscriber,1980,Male,40
2026,33.77,42:15.6,16:01.8,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42119,Subscriber,1976,Male,44
830,13.83,46:25.6,00:15.8,3199,Newport Pkwy,40.7287448,-74.0321082,3194,McGinley Square,40.72533993,-74.06762213,42326,Subscriber,1984,Male,36
523,8.72,51:27.7,00:11.2,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,42135,Subscriber,1984,Male,36
360,6,52:09.7,58:10.6,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42258,Subscriber,1989,Female,31
428,7.13,54:15.3,01:24.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3205,JC Medical Center,40.71653978,-74.04963791,42124,Subscriber,1981,Male,39
329,5.48,56:40.2,02:09.7,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,41209,Subscriber,1994,Female,26
1695,28.25,57:30.7,25:46.6,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42287,Subscriber,1983,Male,37
1596,26.6,58:25.8,25:01.9,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42460,Customer,1969,Unknown,51
2939,48.98,58:44.7,47:44.6,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,41367,Subscriber,1976,Male,44
1365,22.75,58:55.3,21:40.9,3280,Astor Place,40.7192822,-74.07126188,3679,Bergen Ave,40.72210379,-74.071455,42476,Subscriber,1984,Male,36
1122,18.7,59:47.0,18:29.5,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42259,Subscriber,1966,Male,54
512,8.53,01:24.4,09:56.4,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42302,Subscriber,1986,Male,34
1196,19.93,01:54.9,21:51.6,3280,Astor Place,40.7192822,-74.07126188,3679,Bergen Ave,40.72210379,-74.071455,42213,Subscriber,1990,Female,30
760,12.67,05:09.4,17:50.4,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42280,Subscriber,1990,Male,30
320,5.33,14:00.5,19:21.1,3203,Hamilton Park,40.72759597,-74.04424731,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42307,Subscriber,1989,Male,31
228,3.8,16:06.8,19:55.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42198,Subscriber,1981,Female,39
320,5.33,18:03.4,23:23.7,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,42361,Subscriber,1990,Male,30
651,10.85,22:12.2,33:03.3,3209,Brunswick St,40.7241765,-74.0506564,3639,Harborside,40.7192517,-74.034234,42354,Subscriber,1963,Male,57
145,2.42,23:39.6,26:05.0,3187,Warren St,40.7211236,-74.03805095,3638,Washington St,40.7242941,-74.0354826,42399,Subscriber,1990,Male,30
216,3.6,24:34.6,28:11.2,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,42545,Subscriber,1966,Male,54
1093,18.22,30:32.4,48:45.6,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3267,Morris Canal,40.71241882,-74.03852552,42355,Customer,1991,Female,29
84,1.4,30:46.7,32:11.1,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42296,Subscriber,1989,Male,31
834,13.9,38:41.2,52:35.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,42204,Customer,1969,Unknown,51
589,9.82,39:41.9,49:31.1,3206,Hilltop,40.7311689,-74.0575736,3205,JC Medical Center,40.71653978,-74.04963791,42175,Customer,1993,Male,27
406,6.77,43:39.8,50:26.3,3273,Manila & 1st,40.72165072,-74.04288411,3483,Montgomery St,40.71942,-74.05099,42473,Subscriber,1984,Male,36
2398,39.97,44:32.7,24:31.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3199,Newport Pkwy,40.7287448,-74.0321082,42127,Subscriber,1977,Female,43
846,14.1,48:07.5,02:13.9,3205,JC Medical Center,40.71653978,-74.04963791,3199,Newport Pkwy,40.7287448,-74.0321082,41367,Subscriber,1976,Male,44
892,14.87,48:19.7,03:12.5,3280,Astor Place,40.7192822,-74.07126188,3199,Newport Pkwy,40.7287448,-74.0321082,42365,Customer,1969,Unknown,51
761,12.68,49:16.0,01:57.4,3203,Hamilton Park,40.72759597,-74.04424731,3639,Harborside,40.7192517,-74.034234,42148,Subscriber,1974,Male,46
803,13.38,49:49.4,03:13.4,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,32878,Subscriber,1969,Male,51
466,7.77,55:14.0,03:00.9,3639,Harborside,40.7192517,-74.034234,3279,Dixon Mills,40.72163014,-74.04996783,35285,Subscriber,1969,Male,51
256,4.27,55:15.1,59:31.9,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,42495,Subscriber,1985,Male,35
9297,154.95,55:16.8,30:13.9,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,42301,Customer,2001,Female,19
9294,154.9,55:38.5,30:33.0,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,34039,Customer,2002,Male,18
255,4.25,56:40.6,00:56.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,42208,Subscriber,1984,Male,36
349,5.82,57:52.6,03:42.6,3209,Brunswick St,40.7241765,-74.0506564,3185,City Hall,40.7177325,-74.043845,42574,Subscriber,1987,Male,33
2090,34.83,59:36.2,34:26.3,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42433,Customer,1992,Female,28
1725,28.75,02:22.7,31:08.2,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,38231,Subscriber,1971,Male,49
180,3,04:23.0,07:23.8,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,42474,Subscriber,1987,Male,33
189,3.15,16:08.7,19:17.9,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42426,Subscriber,1983,Female,37
202,3.37,17:59.2,21:21.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42535,Subscriber,1960,Male,60
4317,71.95,19:36.0,31:33.5,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42361,Customer,1969,Unknown,51
2546,42.43,25:59.4,08:25.8,3199,Newport Pkwy,40.7287448,-74.0321082,3205,JC Medical Center,40.71653978,-74.04963791,42127,Subscriber,1977,Female,43
1260,21,28:10.7,49:11.5,3206,Hilltop,40.7311689,-74.0575736,3210,Pershing Field,40.74267714,-74.05178863,42489,Customer,1990,Male,30
1418,23.63,28:11.2,51:49.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42234,Customer,2001,Female,19
1269,21.15,30:59.5,52:08.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42401,Customer,2000,Male,20
169,2.82,33:22.0,36:11.1,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42274,Subscriber,1981,Male,39
1961,32.68,33:47.0,06:28.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3213,Van Vorst Park,40.71848892,-74.04772663,42561,Subscriber,1994,Male,26
893,14.88,35:19.2,50:13.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42433,Customer,1992,Female,28
160,2.67,47:34.7,50:15.0,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,42528,Subscriber,1994,Male,26
3146,52.43,47:42.8,40:09.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42465,Customer,1969,Unknown,51
3101,51.68,48:20.7,40:02.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42256,Customer,1996,Female,24
2573,42.88,51:20.9,34:14.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42205,Subscriber,1971,Female,49
807,13.45,52:22.4,05:50.1,3199,Newport Pkwy,40.7287448,-74.0321082,3483,Montgomery St,40.71942,-74.05099,41498,Subscriber,1988,Male,32
192,3.2,04:10.9,07:23.0,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42232,Subscriber,1983,Male,37
436,7.27,05:31.3,12:47.9,3280,Astor Place,40.7192822,-74.07126188,3193,Lincoln Park,40.7246051,-74.07840595,42290,Subscriber,1960,Male,60
2119,35.32,06:27.2,41:46.5,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,42255,Subscriber,1962,Male,58
378,6.3,09:30.9,15:49.5,3205,JC Medical Center,40.71653978,-74.04963791,3278,Monmouth and 6th,40.72568548,-74.04879034,42127,Subscriber,1977,Female,43
467,7.78,09:57.0,17:44.8,3640,Journal Square,40.73367,-74.0625,3186,Grove St PATH,40.71958612,-74.04311746,42545,Subscriber,1965,Male,55
2883,48.05,15:28.6,03:32.4,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42529,Subscriber,1984,Male,36
312,5.2,15:33.5,20:45.6,3639,Harborside,40.7192517,-74.034234,3185,City Hall,40.7177325,-74.043845,42375,Subscriber,1985,Male,35
191,3.18,16:29.1,19:40.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42171,Subscriber,1977,Male,43
610,10.17,23:08.9,33:19.5,3210,Pershing Field,40.74267714,-74.05178863,3206,Hilltop,40.7311689,-74.0575736,42489,Customer,1990,Male,30
430,7.17,26:28.4,33:39.2,3273,Manila & 1st,40.72165072,-74.04288411,3483,Montgomery St,40.71942,-74.05099,42432,Subscriber,1984,Male,36
3635,60.58,30:45.2,31:20.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42266,Customer,1994,Female,26
3458,57.63,32:01.2,29:39.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42270,Customer,1993,Female,27
907,15.12,32:04.6,47:12.0,3191,Union St,40.7182113,-74.0836394,3191,Union St,40.7182113,-74.0836394,42224,Subscriber,1977,Male,43
661,11.02,32:33.6,43:35.5,3185,City Hall,40.7177325,-74.043845,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,16103,Customer,1969,Unknown,51
3595,59.92,40:07.3,40:03.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42583,Customer,1993,Female,27
3591,59.85,40:57.8,40:49.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42150,Customer,1993,Female,27
397,6.62,41:38.0,48:15.4,3211,Newark Ave,40.72152515,-74.04630454,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42390,Subscriber,1987,Male,33
940,15.67,44:07.3,59:48.3,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42255,Subscriber,1962,Male,58
1462,24.37,44:43.0,09:05.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3185,City Hall,40.7177325,-74.043845,42426,Customer,1969,Unknown,51
1033,17.22,47:45.9,04:59.8,3191,Union St,40.7182113,-74.0836394,3191,Union St,40.7182113,-74.0836394,42224,Subscriber,1977,Male,43
514,8.57,51:18.9,59:53.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3192,Liberty Light Rail,40.7112423,-74.0557013,19233,Subscriber,1961,Male,59
83151,1385.85,54:13.8,00:05.4,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,42543,Customer,1969,Unknown,51
607,10.12,56:06.6,06:14.2,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,41367,Subscriber,1981,Male,39
878,14.63,56:44.5,11:22.8,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.7308971,-74.06391263,42203,Subscriber,1994,Male,26
2468,41.13,56:50.3,37:58.3,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42148,Subscriber,1962,Female,58
755,12.58,02:31.4,15:07.3,3199,Newport Pkwy,40.7287448,-74.0321082,3481,York St,40.71649,-74.04105,42255,Subscriber,1962,Male,58
3005,50.08,03:11.3,53:16.7,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,43866,Customer,1969,Unknown,51
2666,44.43,04:28.4,48:55.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42599,Subscriber,1963,Male,57
665,11.08,04:47.2,15:52.2,3275,Columbus Drive,40.7183552,-74.03891444,3205,JC Medical Center,40.71653978,-74.04963791,42285,Subscriber,1990,Male,30
2135,35.58,05:31.3,41:07.2,3191,Union St,40.7182113,-74.0836394,3678,Fairmount Ave,40.72572614,-74.07195926,42224,Subscriber,1977,Male,43
903,15.05,05:40.2,20:44.1,3195,Sip Ave,40.7308971,-74.06391263,3694,Jackson Square,40.71113,-74.0789,42386,Customer,1969,Unknown,51
582,9.7,05:55.2,15:38.1,3483,Montgomery St,40.71942,-74.05099,3273,Manila & 1st,40.72165072,-74.04288411,42432,Subscriber,1984,Male,36
2645,44.08,13:20.4,57:25.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42444,Customer,1990,Female,30
593,9.88,17:16.3,27:09.5,3210,Pershing Field,40.74267714,-74.05178863,3211,Newark Ave,40.72152515,-74.04630454,42156,Subscriber,1997,Unknown,23
333,5.55,18:01.9,23:35.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3213,Van Vorst Park,40.71848892,-74.04772663,42330,Subscriber,1986,Female,34
582,9.7,19:24.6,29:06.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3272,Jersey & 3rd,40.72333159,-74.04595256,27457,Subscriber,1961,Male,59
1238,20.63,20:47.1,41:25.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3192,Liberty Light Rail,40.7112423,-74.0557013,33887,Subscriber,1961,Female,59
2195,36.58,26:28.2,03:03.8,3186,Grove St PATH,40.71958612,-74.04311746,3640,Journal Square,40.73367,-74.0625,42333,Subscriber,1965,Male,55
